Index,Reference.Paper,Year,Country,Type,Depth,Surface.Area,Flow,Hydraulic.Residence.Time..tau.,L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR
256,Reilly et al,2000,USA,CWSF,0.1,140000,44150400,0.3,NA,NA,NA,NA,319.48,169.54,2.1120192895630958,2.9479768786127178,NA,NA,NA,NA,NA,NA,NA,NA
257,Lee et al,2003,Taiwan,CWUF,0.65,31.080000000000002,680.65200000000004,8.5,0.38787840000000001,0.29463840000000002,3.2346240785217771E-2,3.7230081906180212E-2,6.8997600000000004E-3,3.17016E-3,9.1494655128000993E-2,0.13840830449826994,7.5151440000000014E-2,3.9533760000000001E-2,7.5570622032314183E-2,0.10599334073251948,5.2400880000000011E-2,3.5804160000000002E-2,4.4806976153642868E-2,5.4534313725490224E-2
258,Lee et al,2003,Taiwan,CWUF,0.65,31.080000000000002,1361.3040000000001,4.3,0.81305280000000002,0.73473120000000003,2.3556124197930347E-2,2.4790461574784557E-2,6.34032E-3,4.1025600000000016E-3,0.10123676075763842,0.12684989429175461,0.14694623999999998,7.794864E-2,0.1474457342635169,0.20585289863135633,0.10778544,7.3846079999999995E-2,8.7944106376255118E-2,0.10688278130138598
259,Lee et al,2003,Taiwan,CWUF,0.65,31.080000000000002,397.04700000000003,14.7,0.21756000000000003,0.17404800000000001,1.5179833422735364E-2,1.7006802721088437E-2,3.6985200000000003E-3,1.30536E-3,7.0847202369262674E-2,0.12471655328798183,4.7428080000000011E-2,1.9580400000000001E-2,6.0182679759103686E-2,9.6749811035525338E-2,3.1219860000000002E-2,1.9145280000000004E-2,3.3265185083093146E-2,4.2903525046382174E-2
260,Poach et al,2003,USA,CWUF,NA,120.60000000000001,750.98749999999995,6,4.1744999999999997E-2,4.5600000000000002E-2,-1.4721338812396132E-2,-1.4089912280701758E-2,6.3249999999999999E-3,2.8500000000000001E-3,0.13286517338883747,0.20321637426900577,NA,NA,NA,NA,NA,NA,NA,NA
261,Poach et al,2003,USA,CWUF,NA,120.60000000000001,860.12250000000006,5,5.4264E-2,6.5700000000000008E-2,-3.8247580369357326E-2,-3.481278538812789E-2,1.2852000000000001E-2,3.2850000000000006E-3,0.27282655786340759,0.58246575342465734,NA,NA,NA,NA,NA,NA,NA,NA
262,Poach et al,2003,USA,CWUF,NA,241.20000000000002,768.14249999999993,12,0.20366499999999998,5.888E-3,0.29529667547811428,2.7991536458333357,3.7950000000000002E-3,2.944E-3,2.1159600831746953E-2,2.4088541666666671E-2,NA,NA,NA,NA,NA,NA,NA,NA
263,Poach et al,2003,USA,CWUF,NA,241.20000000000002,845.88749999999993,10,2.7132E-2,2.2448999999999997E-2,1.8946777331750205E-2,2.086061739943874E-2,7.1400000000000005E-3,3.2069999999999998E-3,8.0037685564047528E-2,0.12263797942001875,NA,NA,NA,NA,NA,NA,NA,NA
264,Greenway,2005,Australia,CWSF,0.5,352,NA,10,NA,NA,0.13862943611198905,0.3,NA,NA,0.44998096703302648,8.9000000000000323,NA,NA,1.3353139262452263E-2,1.428571428571429E-2,NA,NA,1.3353139262452263E-2,1.428571428571429E-2
265,Greenway,2005,Australia,CWSF,0.5,NA,NA,12,NA,NA,5.7762265046662105E-2,8.3333333333333329E-2,NA,NA,0.10033106702716134,0.19444444444444442,NA,NA,2.162593295709038E-2,2.4691358024691357E-2,NA,NA,8.780042971485524E-3,9.2592592592592587E-3
266,Greenway,2005,Australia,CWSF,0.4,NA,NA,7,NA,NA,0.21711796482063048,0.51020408163265307,NA,NA,0.56808021808081677,7.4761904761904576,NA,NA,0,0,NA,NA,0,0
267,Greenway,2005,Australia,CWSF,0.4,NA,NA,7,NA,NA,NA,NA,NA,NA,0.40888584013278118,2.3571428571428563,NA,NA,NA,NA,NA,NA,1.7114457116088663E-2,1.8181818181818188E-2
268,Greenway,2005,Australia,CWSF,0.6,NA,NA,3,NA,NA,6.4718671480319165E-2,7.1428571428571466E-2,NA,NA,0.90268340036740335,4.6666666666666599,NA,NA,0,0,NA,NA,0,0
269,Greenway,2005,Australia,CWSF,NA,NA,NA,20,NA,NA,7.1355817782007294E-2,0.15833333333333335,NA,NA,0.10397207708399178,0.35000000000000003,NA,NA,6.9314718055994526E-2,0.15000000000000008,NA,NA,3.4657359027997263E-2,0.05
270,Greenway,2005,Australia,CWSF,NA,NA,NA,30,NA,NA,7.6752836433134852E-2,0.30000000000000004,NA,NA,NA,NA,NA,NA,9.589402415059364E-3,1.1111111111111113E-2,NA,NA,NA,NA
271,Greenway and Woolley,1999,Australia,CWSF,0.3,NA,NA,3,NA,NA,0.23012184586602283,0.33148148148148149,NA,NA,0.60509665554608305,1.7142857142857146,NA,NA,NA,NA,NA,NA,NA,NA
272,Greenway and Woolley,1999,Australia,CWSF,0.5,NA,NA,7,NA,NA,0.10293516496400854,0.15079365079365076,NA,NA,0,0,8.9,7.5,2.4449750885118495E-2,2.6666666666666672E-2,NA,NA,NA,NA
273,Greenway and Woolley,1999,Australia,CWUF,NA,NA,NA,4,NA,NA,0.49972566979895588,1.5952380952380951,NA,NA,NA,NA,8.9,2.7,0.29819987593195268,0.57407407407407418,NA,NA,0.26556116112430872,0.47321428571428581
274,Chung et al,2008,Hong Kong,CWUF,0.15,0.24300000000000002,NA,10,NA,NA,0.1154626930222781,0.21728395061728395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6808863005627748E-2,0.13823529411764707
275,Chung et al,2008,Hong Kong,CWUF,0.15,0.24300000000000002,NA,5,NA,NA,0.20319801841944862,0.35241935483870962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1058804018677852,0.13958333333333334
276,Chung et al,2008,Hong Kong,CWUF,0.15,0.24300000000000002,NA,10,NA,NA,8.0197240301846176E-2,0.12299349240780906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4884562759756498E-2,-1.3829787234042545E-2
277,Chung et al,2008,Hong Kong,CWUF,0.15,0.24300000000000002,NA,5,NA,NA,0.12318316652479103,0.17027027027027025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0654774270744749E-2,-2.842105263157893E-2
278,Beutel 2009,2009,USA,CWSF,0.57333333333333336,7950,264902.40000000002,6.7,1.8144000000000002,0.41126400000000002,0.22153354768359618,0.50921861281826153,1.2096,5.8751999999999999E-2,0.45145071797421538,2.9236172080772658,NA,NA,NA,NA,NA,NA,NA,NA
279,Beutel 2009,2009,USA,CWSF,0.66666666666666663,6960,301168.8,6.3,1.7280000000000002,0.62899199999999988,0.16041292243577726,0.27734170591313462,1.1232,0.15724799999999997,0.31208140577346555,0.9750566893424043,NA,NA,NA,NA,NA,NA,NA,NA
280,Beutel 2009,2009,USA,CWSF,1.7,1400,630720,1.6,4.1471999999999998,3.4560000000000004,0.11395097299622153,0.12499999999999983,3.4560000000000004,2.4192,0.22292183996170778,0.2678571428571429,NA,NA,NA,NA,NA,NA,NA,NA
281,Park and Polprasert,2008,Thailand,CWUF,0.4,0.28350000000000003,12.417300000000001,3.5,8.334900000000001E-4,2.8576800000000005E-4,0.30584040334326096,0.54761904761904756,NA,NA,NA,NA,NA,NA,NA,NA,6.0895800000000005E-4,4.4226000000000007E-5,0.74926755667977663,3.6483516483516496
282,Park and Polprasert,2008,Thailand,CWUF,0.4,0.28350000000000003,12.417300000000001,3.5,9.8658000000000014E-4,3.3339600000000007E-4,0.30997526980284223,0.55976676384839619,NA,NA,NA,NA,NA,NA,NA,NA,5.7153600000000009E-4,2.5515000000000002E-5,0.88830313110314119,6.114285714285705
283,Healy and Cawley,2002,Ireland,CWSF,0.3,280,20440,1.51,1.6140000000000001,1.1519999999999999,0.22332185932056806,0.26559050772626952,1.06,0.747,0.2317609284591361,0.27748964954741706,0.28299999999999997,0.25900000000000001,5.8687970823642258E-2,6.1366948784167263E-2,0.23200000000000001,0.25900000000000001,-7.2907741743859486E-2,-6.9037817382188282E-2
284,Healy and Cawley,2002,Ireland,CWSF,0.8,308,21022.539999999997,4.3600000000000003,1.1519999999999999,1.02,2.7912141049889837E-2,2.9681597409606037E-2,0.747,0.69499999999999995,1.6548931093583776E-2,1.7160583459837647E-2,0.25900000000000001,0.245,1.2745378705231826E-2,1.310615989515071E-2,0.25900000000000001,0.20399999999999999,5.4749556847550777E-2,6.1836661270012611E-2
285,Healy and Cawley,2002,Ireland,CWSF,0.3,470,21786.85,2.44,1.02,0.82599999999999996,8.6460300310384763E-2,9.6256896757035693E-2,0.69499999999999995,0.53500000000000003,0.107231597815076,0.12256779531178175,0.245,0.25800000000000001,-2.1189087859381315E-2,-2.0650654466895402E-2,0.20399999999999999,0.18,5.1296370063117235E-2,5.4644808743169404E-2
286,Lansing and Martin,2006,USA,CWUF,NA,NA,395.11249999999995,10,NA,NA,NA,NA,2.6199999999999997E-4,4.5314999999999998E-4,-5.4787869273969392E-2,-4.2182500275846857E-2,NA,NA,NA,NA,2.751E-2,5.764E-3,0.15629178967992075,0.37727272727272743
287,Knight et al,2003,USA,Lake,1.7,24520000,1200850000,8.9,4836.3,4540.1999999999989,7.0987529911833618E-3,7.3277967757694506E-3,427.7,263.2,5.4551439975471995E-2,7.0224719101123573E-2,259.90999999999997,263.2,-1.4133463153775489E-3,-1.4044943820224753E-3,NA,NA,NA,NA
288,Knight et al,2003,USA,Lake,2.2000000000000002,1540000,288350000,2.2999999999999998,1548.4,1564.2,-4.4140745495730039E-3,-4.391743522178285E-3,41.87,21.33,0.29324132502077949,0.41867954911433181,117.71000000000001,105.86,4.6133263475890376E-2,4.8669695003244695E-2,NA,NA,NA,NA
289,Knight et al,2003,USA,Lake,1.6,112070000,171549999.99999997,224,596.89999999999986,432.39999999999992,1.4392790598640665E-3,1.6983695652173908E-3,108.09999999999998,4.6999999999999993,1.3997742035397989E-2,9.8214285714285518E-2,25.379999999999995,21.619999999999994,7.1581540212133706E-4,7.7639751552795091E-4,13.629999999999999,9.8699999999999974,1.4409526440314784E-3,1.7006802721088446E-3
290,Knight et al,2003,USA,Lake,2.1,141430000,321200000,131,1364,1284.8,4.5662973443442913E-4,4.7056363065983497E-4,40.480000000000004,37.839999999999996,5.148189373704792E-4,5.3257589206462137E-4,91.52000000000001,45.760000000000005,5.2911998516026355E-3,7.6335877862595417E-3,98.56,17.600000000000001,1.3150890059092393E-2,3.5114503816793909E-2
291,Knight et al,2003,USA,Lake,1.2,4130000,104025000,9.6999999999999993,333.2,394.4,-1.7383784787195128E-2,-1.5997156061144685E-2,10.36,9.8600000000000012,5.0995946615250238E-3,5.2278287781518384E-3,103.88,111.94,-7.703775945223288E-3,-7.4229751210608125E-3,64.959999999999994,89.61,-3.316445618996966E-2,-2.8358856304006946E-2
292,Knight et al,2003,USA,Lake,1.3,18050000,113150000,74.099999999999994,409.6,231,7.7296000432321805E-3,1.0434010434010434E-2,183.03999999999996,3.6,5.3019849699451671E-2,0.67266456740140879,25.6,9.9,1.2821290072131883E-2,2.140160034896877E-2,20.8,4.5,2.0659589607705781E-2,4.8882890988154147E-2
293,Knight et al,2003,USA,Lake,1.1000000000000001,17540000,547500000,7.9,3015,2340,3.2082139342979578E-2,3.651411879259979E-2,547.5,132,0.1800709543169981,0.39844649021864198,172.5,112.5,5.4106837319865771E-2,6.7510548523206731E-2,106.5,61.5,6.9507317764178178E-2,9.2621179376350699E-2
294,Knight et al,2003,USA,Reservoir,2.4,38850000,912500000,35.6,2298.4,1674,8.9044173206645847E-3,1.0477494529687353E-2,1171.3,153.44999999999999,5.7092548904777635E-2,0.18632318106765366,125.97000000000001,131.13,-1.1276801735708153E-3,-1.1053444690362103E-3,83.98,55.8,1.1483281063729835E-2,1.4185896661431281E-2
295,Knight et al,2003,USA,Lake,1.5,1950000,288350000,1.9,1343,1374.6,-1.2240453770666938E-2,-1.2099213551119163E-2,26.86,18.170000000000002,0.20571910983526931,0.25171624713958807,101.12,81.37,0.11436909246841126,0.12774655084312725,NA,NA,NA,NA
296,Knight et al,2003,USA,Lake,5.7,174080000,19564000000,19.8,45720,37224,1.0382935574962754E-2,1.152726491217787E-2,25857.200000000001,16017.599999999997,2.4186917902512119E-2,3.1025215697076662E-2,2743.2,2199.6,1.1154020026012675E-2,1.2481608226289083E-2,1219.2,1071.5999999999999,6.5172751142388019E-3,6.9564627235399953E-3
297,Knight et al,2003,USA,Lake,2.2000000000000002,10260000,40150000,187,139.19999999999999,92,2.2145624109694059E-3,2.7435480120902114E-3,NA,NA,NA,NA,14.520000000000001,4.2,6.6333822679536221E-3,1.3139801375095489E-2,NA,NA,NA,NA
298,Knox,2008,USA,NWSF,0.6,2000,NA,3.7499999999999999E-2,NA,NA,15.942320020149879,21.818181818181817,NA,NA,24.434419516644134,40,NA,NA,11.487544429132113,14.358974358974361,NA,NA,NA,NA
299,Knox,2008,USA,NWSF,0.6,2000,NA,1.7361111111111112E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Diaz et al,2012,USA,CWSF,1,45000,3502357.5,2.5,58.424999999999997,47.476709999999997,8.3001842167157308E-2,9.2241353707954943E-2,48.38,37.64161,0.10039056709376407,0.11411190966592555,3.3824999999999998,2.2352500000000002,0.16570480097180623,0.20530142042277144,1.7425000000000002,1.0729199999999999,0.19397478403978088,0.2496290496961564
301,Diaz et al,2012,USA,CWSF,0.75,23000,1209245,0.9,84.601439999999997,13.60544,2.0305350833117553,5.7980075943478822,67.33583999999999,10.970780000000001,2.0160636233280984,5.7086045335376721,1.51728,0.54366000000000003,1.1403894285259921,1.9898465952985318,0.94175999999999993,0.37638000000000005,1.0190568818982231,1.6690578670492586
302,Diaz et al,2012,USA,CWSF,0.75,25000,482530,1.6,26.493310000000001,10.756769999999999,0.56334807780948359,0.91433929516016443,19.858409999999999,8.00427,0.56790777856443009,0.92561064281939509,0.44746999999999998,0.42938999999999999,2.5777437185817761E-2,2.6316402338200651E-2,0.27773999999999999,0.33029999999999998,-0.10832244257844362,-9.9455040871934575E-2
303,Diaz et al,2012,USA,CWSF,0.875,1500000,8394087.5,11.6,323.73432000000003,41.112390000000005,0.17789772788638925,0.59261841704553331,285.11027999999999,12.878579999999999,0.26700953333112498,1.8222700018169713,9.1400399999999991,6.7695099999999995,2.5882418591222874E-2,3.0187714396279583E-2,3.8329200000000005,5.1184099999999999,-2.4932493891919174E-2,-2.165088444424651E-2
304,Diaz et al,2012,USA,CWSF,0.75,1590000,296070662.5,17.5,1089.8563900000001,1320.20928,-1.0956819098196799E-2,-9.9704058175642228E-3,296.27164000000005,28.209600000000002,0.13437796518004144,0.54300064010630555,243.36599000000004,270.81215999999995,-6.1062286896639605E-3,-5.791293018114714E-3,95.230169999999987,118.48032000000001,-1.2482860998718984E-2,-1.1213507863584438E-2
305,Diaz et al,2012,USA,CWSF,0.75,1300000,245264305,17.5,897.87984000000006,1090.7496600000002,-1.1119099966042796E-2,-1.0104181532752962E-2,244.08384000000004,0.47218599999999999,0.35702251863175188,29.481318681319632,200.49744000000001,188.87440000000001,3.4125276972355608E-3,3.5164835164835165E-3,69.738240000000005,51.940459999999995,1.6837185243878543E-2,1.9580419580419596E-2
306,Diaz et al,2012,USA,CWSF,0.75,1730000,364883382.5,17.5,1328.38894,1107.0742799999998,1.0414064739081979E-2,1.1423399701779743E-2,361.11544000000004,149.02922999999998,5.057458425174953E-2,8.1321040174467812E-2,296.63054,290.96182999999996,1.10258863878158E-3,1.1132947772368867E-3,116.07281999999999,141.93259999999998,-1.1493402529367761E-2,-1.0411291798259975E-2
307,Kyambadde et al,2005,Uganda,CWSUF,NA,7.5,314.8125,2.71,2.6775E-2,6.9750000000000003E-3,0.49636025410567641,1.0474943459112007,3.525E-4,1.6999875000000001E-2,-1.4302253312980888,-0.36135223373278003,2.0550000000000002E-2,6.2249999999999996E-3,0.44069649394519278,0.84915306984395189,1.6425000000000002E-2,4.3499999999999997E-3,0.49026890009966123,1.0243033464817408
308,Kyambadde et al,2005,Uganda,CWSUF,NA,7.5,314.8125,2.71,2.6775E-2,1.0424999999999999E-2,0.34806710282248987,0.57872521171254909,3.525E-4,3.7777499999999999E-2,-1.7248776177253109,-0.36556053470004624,2.0550000000000002E-2,1.095E-2,0.2322957508043299,0.32351008441591278,1.6425000000000002E-2,8.2500000000000004E-3,0.25409275425242972,0.36564911103656494
309,Kyambadde et al,2005,Uganda,CWSUF,NA,7.5,314.8125,2.71,2.6775E-2,1.2225E-2,0.28929357231471464,0.43918230593348889,3.525E-4,5.6666250000000001E-2,-1.874495738798434,-0.3667082531456643,2.0550000000000002E-2,1.095E-2,0.2322957508043299,0.32351008441591278,1.6425000000000002E-2,8.9999999999999993E-3,0.22198523506806458,0.30442804428044279
310,Lu et al,2008,China,CWSF,NA,2800,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62413653161125793,1.2421602787456445,NA,NA,NA,NA
311,Lu et al,2008,China,CWSF,NA,2800,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38240452417617549,0.53865224250619781,NA,NA,NA,NA
312,Lu et al,2008,China,CWSF,NA,2800,NA,2.2000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31234777676472625,0.44912344117115482,NA,NA,NA,NA
313,Lu et al,2008,China,CWSF,NA,2800,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21664628050183313,0.33629061263637455,NA,NA,NA,NA
314,Salas and Martino,1990,Argentina,Lake,7.8,757000000,60872164948.453606,35.405000000000001,NA,NA,NA,NA,NA,NA,NA,NA,26132.054794520551,NA,1.863677175802373E-2,2.6393812582204045E-2,NA,NA,NA,NA
315,Salas and Martino,1990,Argentina,Lake,8.15,757000000,192798437500,11.68,NA,NA,NA,NA,NA,NA,NA,NA,8292973.8869863013,NA,2.3221839571160873E-2,2.6676209157572683E-2,NA,NA,NA,NA
316,Salas and Martino,1990,Brazil,Lake,6.9,14900000,367178571.4285714,102.2,NA,NA,NA,NA,NA,NA,NA,NA,653.87964774951081,NA,4.8913557067886545E-3,6.3458975013471718E-3,NA,NA,NA,NA
317,Salas and Martino,1990,Brazil,Lake,14.3,39500000,772708618.33105338,266.815,NA,NA,NA,NA,NA,NA,NA,NA,6202.8390457807855,NA,4.948285858737164E-3,1.0285996072027587E-2,NA,NA,NA,NA
318,Salas and Martino,1990,Brazil,Lake,22.8,38400000,5798145695.3642387,55.114999999999995,10390.093150684932,NA,2.1695753198494069E-3,2.3046186385075372E-3,NA,NA,NA,NA,145986.18887780097,NA,7.167979143932089E-3,8.7903104998763408E-3,NA,NA,NA,NA
319,Salas and Martino,1990,Brazil,Lake,22.8,38400000,6683358778.6259537,47.815000000000005,NA,NA,NA,0,NA,NA,NA,NA,340576.63912998012,NA,1.6739461613552675E-2,2.564938698309089E-2,NA,NA,NA,NA
320,Salas and Martino,1990,Brazil,Lake,21,33299999.999999996,8633333333.3333321,29.565000000000001,19394.284931506849,NA,1.0563688477534423E-2,1.2399313860501082E-2,NA,NA,NA,NA,693031.96347031952,NA,1.8192440079337454E-2,2.4093951034590312E-2,NA,NA,NA,NA
321,Salas and Martino,1990,Brazil,Lake,2.5,4750000,5937500000,0.73,14236.986301369863,NA,-9.4928105943161339E-2,-9.1713643134620562E-2,NA,NA,NA,NA,2466095.8904109588,NA,0.26429004918626048,0.29150684931506854,NA,NA,NA,NA
322,Salas and Martino,1990,Brazil,Lake,9.8000000000000007,3850000,4716250000,2.92,10748.356164383562,NA,-1.7097341981736731E-3,-1.7054734327367925E-3,NA,NA,NA,NA,1846444.1780821916,NA,0.1124614527725403,0.13312565730793291,NA,NA,NA,NA
323,Salas and Martino,1990,Brazil,Lake,13.6,26000000,465263157.89473689,277.39999999999998,651.06849315068496,NA,2.6169510443326536E-4,2.7142796556257659E-4,NA,NA,NA,NA,1017.205479452055,NA,3.2568987682566712E-3,5.2924919066400893E-3,NA,NA,NA,NA
324,Salas and Martino,1990,Brazil,Lake,9.1999999999999993,11500000,2251063829.7872338,17.155000000000001,NA,NA,NA,NA,NA,NA,NA,NA,232507.14077528421,NA,5.0489947970655223E-2,8.031191718712577E-2,NA,NA,NA,NA
325,Salas and Martino,1990,Brazil,Lake,7.8,12700000,1179285714.2857141,30.66,12407.726027397261,NA,1.4579859142523634E-2,1.8383665922820806E-2,NA,NA,NA,NA,102161.68297455966,NA,4.0623464391993533E-2,8.0715110069317531E-2,NA,NA,NA,NA
326,Salas and Martino,1990,Brazil,Lake,12.5,20800000,670103092.7835052,141.62,1654.8821917808218,NA,3.1466435762980469E-6,3.1473447961664244E-6,NA,NA,NA,NA,2368.3095607964979,NA,3.914875707946964E-3,5.2318820112609975E-3,NA,NA,NA,NA
327,Salas and Martino,1990,Brazil,Lake,8.3000000000000007,239300000,7383605947.9553909,98.185000000000002,NA,NA,NA,0,NA,NA,NA,NA,69385.666853389019,NA,6.6259929259124706E-3,9.3358351038528332E-3,NA,NA,NA,NA
328,Salas and Martino,1990,Brazil,Lake,9.1999999999999993,260000000,32767123287.67123,26.645,NA,NA,NA,0,NA,NA,NA,NA,2064777.6318258585,NA,1.7332259135271016E-2,2.202876793916797E-2,NA,NA,NA,NA
329,Salas and Martino,1990,Brazil,Lake,9.3000000000000007,268000000,11812322274.881516,77.015000000000001,NA,NA,NA,0,NA,NA,NA,NA,241100.8245147049,NA,7.6188143016077473E-3,1.0363673520415355E-2,NA,NA,NA,NA
330,Salas and Martino,1990,Brazil,Lake,8.6,250000000,9728506787.3303165,80.665000000000006,67465.753424657538,NA,7.5562019208212381E-3,1.0407860839840757E-2,NA,NA,NA,NA,185507.96504060001,NA,1.3748745164555874E-2,2.5183840250268867E-2,NA,NA,NA,NA
331,Salas and Martino,1990,Brazil,Lake,10.7,7100000,584384615.3846153,47.45,1402.4931506849314,NA,2.177277298578677E-3,2.2937217967271342E-3,NA,NA,NA,NA,6628.3624868282386,NA,9.5310978719750968E-3,1.2051544665806609E-2,NA,NA,NA,NA
332,Salas and Martino,1990,Brazil,Lake,4.9000000000000004,27800000,572352941.17647064,86.86999999999999,NA,NA,NA,NA,NA,NA,NA,NA,2195.3263497179696,NA,3.0881085138100527E-3,3.5419858143468132E-3,NA,NA,NA,NA
333,Salas and Martino,1990,Brazil,Lake,4.9000000000000004,23600000,349365558.91238672,120.81500000000001,1021.5890410958904,NA,1.5972453985113667E-3,1.761766886721804E-3,NA,NA,NA,NA,1627.1820552083764,NA,7.9404195456225721E-3,1.3325545573788167E-2,NA,NA,NA,NA
334,Salas and Martino,1990,Brazil,Lake,7.8,20900000,247000000,240.9,1855.2328767123288,NA,4.6748745894948287E-3,8.6502502638841749E-3,NA,NA,NA,NA,1427.8630136986301,NA,7.5446584426169623E-3,2.1405141858613752E-2,NA,NA,NA,NA
335,Salas and Martino,1990,Brazil,Lake,16.8,35000000,479999999.99999994,447.12500000000006,2195.8904109589039,NA,1.6681973839874356E-3,2.4787762067605508E-3,NA,NA,NA,NA,4313.4246575342468,NA,4.2351506189758038E-3,1.2621791486762129E-2,NA,NA,NA,NA
336,Salas and Martino,1990,Brazil,Lake,5.7,6700000,647288135.59322023,21.535,NA,NA,NA,NA,NA,NA,NA,NA,12945.762711864405,NA,2.9536390206901519E-2,4.1283263882948618E-2,NA,NA,NA,NA
337,Salas and Martino,1990,Brazil,Lake,5.4,4099999.9999999995,790714285.71428573,10.220000000000001,2075.8356164383563,NA,1.3938348430245676E-2,1.4979973933537062E-2,NA,NA,NA,NA,11871.545988258316,NA,2.0686540277470612E-2,2.3035883667211834E-2,NA,NA,NA,NA
338,Salas and Martino,1990,Brazil,Lake,26.4,168000000,2306396255.850234,701.89499999999998,4694.7945205479446,NA,3.7011196690672413E-4,4.2263366318526035E-4,NA,NA,NA,NA,4991.9261427991369,NA,1.82358711726919E-3,3.6992995909126535E-3,NA,NA,NA,NA
339,Salas and Martino,1990,Brazil,Lake,8.9,21100000,305349593.49593496,224.47499999999999,NA,NA,NA,NA,NA,NA,NA,NA,460.11582581579245,NA,1.5230966669271611E-3,1.8158613683002065E-3,NA,NA,NA,NA
340,Salas and Martino,1990,Brazil,Lake,8.3000000000000007,20500000,211104218.36228287,294.19,435.83561643835617,NA,8.9570714275199114E-4,1.0248064738814337E-3,NA,NA,NA,NA,271.83282912403541,NA,2.0460580528156719E-3,2.8064806900875874E-3,NA,NA,NA,NA
341,Salas and Martino,1990,Brazil,Lake,2.2000000000000002,8800000,143407407.40740737,49.275000000000006,303.78082191780823,NA,8.6043138050558351E-3,1.0715927116381937E-2,NA,NA,NA,NA,251.45408422120744,NA,4.8004690200019028E-3,5.4157720971684808E-3,NA,NA,NA,NA
342,Salas and Martino,1990,Colombia,Lake,1,10000000,243902439.02439025,14.965,2109.0410958904108,NA,1.6381175071024722E-2,1.856369315176707E-2,NA,NA,NA,NA,4396.9261610424319,NA,1.6739009777752424E-2,1.9022162824367972E-2,NA,NA,NA,NA
343,Salas and Martino,1990,Ecuador,Lake,20,2600000,10732714.138286894,1768.425,NA,NA,NA,NA,NA,NA,NA,NA,148.78776312255255,NA,6.3325964457767092E-4,1.1674017840733978E-3,NA,NA,NA,NA
344,Salas and Martino,1990,Ecuador,Lake,20.14,3800000,48622617.534942813,574.51,NA,NA,NA,NA,NA,NA,NA,NA,2011.511026788045,NA,3.0896675757772266E-3,8.5299580107616284E-3,NA,NA,NA,NA
345,Salas and Martino,1990,Mexico,Lake,0.67,10600000,NA,NA,430.12767123287671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,Salas and Martino,1990,Mexico,Lake,1.69,14300000,NA,NA,724.63780821917805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,Salas and Martino,1990,Mexico,Lake,4.2,1061000000,403276018.09954751,4033.2500000000005,10610,NA,5.9368059463573667E-4,2.4700431630326888E-3,NA,NA,NA,NA,1029.7349284076117,NA,4.3395261168800839E-4,1.1791930394602016E-3,NA,NA,NA,NA
348,Salas and Martino,1990,Mexico,Lake,4.43,1078500000,299733688.83312428,5818.0999999999995,15311.745205479452,NA,4.8184210287219087E-4,2.6642280333369155E-3,NA,NA,NA,NA,1238.3517883845243,NA,3.5696857044443609E-4,1.1996226657367591E-3,NA,NA,NA,NA
349,Salas and Martino,1990,Mexico,Lake,20.64,11230000,2353169.5431472082,35952.5,539.409205479452,NA,1.3188412864087183E-4,3.160095466836042E-3,NA,NA,NA,NA,16.066023291843404,NA,1.0742522966719361E-4,1.2953245264935571E-3,NA,NA,NA,NA
350,Salas and Martino,1990,Mexico,Lake,16,8000000,NA,NA,29.260273972602739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Salas and Martino,1990,Mexico,Lake,5,4820000,92692307.692307681,94.9,1293.0409315068493,NA,1.1314262459564134E-2,2.0297736274117947E-2,NA,NA,NA,NA,3359.5247629083242,NA,6.170918007176231E-3,8.3888771195184154E-3,NA,NA,NA,NA
